Id,Label,timeset,modularity_class
"大王花[世界上最大的花]",,,0
"大花草科",,,0
"大王花属",,,0
"大麦[农作物]",,,2
"麦子",,,2
"大麦属",,,2
"大叶青",,,14
"枇杷叶[植物]",,,5
"牡荆叶",,,7
"牡荆属",,,7
"紫珠叶",,,7
"紫珠属",,,7
"杜虹花",,,7
"胡颓子",,,4
"臭梧桐叶",,,7
"海州常山",,,7
"艾叶",,,1
"芙蓉叶[植物]",,,4
"木槿属",,,4
"黄花夹竹桃叶",,,13
"黄花夹竹桃属",,,13
"全年",,,13
"芦笋[天门冬科植物石刁柏的嫩芽]",,,2
"天门冬族",,,2
"杏[蔷薇科杏属植物]",,,5
"杏子",,,5
"玫瑰茄",,,4
"番木瓜[植物]",,,15
"番木瓜科",,,15
"番木瓜属",,,15
"柿[柿科柿属植物]",,,1
"洋蒲桃",,,4
"蒲桃族",,,4
"蚕豆[豆科植物]",,,5
"野豌豆族",,,5
"野豌豆属",,,5
"榛子[坚果类食品]",,,3
"平榛",,,3
"树莓",,,5
"覆盆子",,,5
"阿月浑子[植物]",,,9
"漆树科",,,9
"漆树族",,,9
"黄连木属",,,9
"巴旦木",,,5
"扁桃",,,5
"美国加利福尼亚州",,,5
"休闲食品",,,5
"火星花",,,2
"雄黄兰",,,2
"雄黄兰属",,,2
"栗子[栗属植物]",,,3
"山毛榉目",,,3
"壳斗科",,,3
"青稞[禾本科植物]",,,2
"太子参[中药]",,,11
"孩儿参",,,11
"童参",,,11
"四叶参",,,1
"米参",,,11
"孩儿参属",,,11
"开心果[植物果实]",,,9
"黑茶藨子",,,17
"虎耳草科",,,17
"茶藨子亚科",,,17
"茶藨子属",,,17
"茶藨子亚属",,,17
"臭茶藨子组",,,17
"臭茶藨子系",,,17
"孔雀木",,,16
"鹿角海棠",,,11
"番杏科",,,11
"南部非洲",,,11
"紫心草",,,2
"爵床科",,,2
"芦莉草属",,,2
"紫花凤梨",,,2
"凤梨目",,,2
"铁兰属",,,2
"美女樱",,,7
"七叶树",,,3
"甘谷辣椒",,,3
"大百合",,,2
"萱草[植物]",,,2
"萱草属",,,2
"紫海葱",,,2
"油点草",,,2
"油点草族",,,2
"油点草属",,,2
"山樱[花卉]",,,0
"龙凤牡丹",,,5
"令箭荷花[仙人掌科植物]",,,11
"泡桐[植物]",,,2
"天仙子[茄科植物天仙子]",,,7
"天仙子属",,,7
"台湾萍蓬草",,,12
"萍蓬草属",,,12
"红花羊蹄甲",,,4
"羊蹄甲属",,,4
"紫鹅绒",,,1
"菊三七属",,,1
"生石花",,,11
"矢车菊[植物物种]",,,1
"矢车菊属",,,1
"夏枯草[植物]",,,7
"夏枯草属",,,7
"沙果[植物]",,,2
"柰子",,,2
"川芎",,,16
"藁本属",,,16
"广防己",,,7
"川楝子",,,9
"楝属",,,9
"女贞子",,,13
"木犀榄族",,,13
"女贞组",,,13
"报岁兰",,,2
"瓶子树",,,0
"瓶树",,,0
"小叶莲",,,12
"桃儿七",,,12
"猴面包树",,,0
"马钱子粉",,,13
"王不留行",,,11
"麦蓝菜",,,11
"天仙藤[中药]",,,7
"马兜铃",,,7
"天竺黄",,,2
"彩云球",,,11
"仙人球属",,,11
"覆盆子[中草药材]",,,5
"豆蔻[姜科山姜属植物]",,,2
"草豆蔻",,,2
"艳山姜亚属",,,2
"鹤望兰",,,2
"旅人蕉科",,,2
"使君子[植物]",,,4
"使君子科",,,4
"使君子属",,,4
"南鹤虱",,,4
"野胡萝卜",,,4
"红豆[相思子俗称]",,,5
"相思子族",,,5
"相思子属",,,5
"非洲相思子",,,5
"八角茴香[木兰科八角属植物]",,,12
"冬瓜皮[中药]",,,15
"冬瓜属",,,15
"化橘红[芸香科柑橘属植物]",,,9
"化州橘红",,,9
"柚",,,9
"地理标志保护产品",,,9
"柠檬草",,,2
"香茅",,,2
"高粱族",,,2
"香茅属",,,2
"迷迭香[唇形科植物]",,,7
Rosmarinus officinalis,,,7
"迷迭香族",,,7
"迷迭香属",,,7
"吴茱萸[芸香科植物]",,,5
"大草寇",,,3
"山姜属",,,2
"山姜",,,3
"抗浪鱼",,,4
"鱇浪白鱼",,,4
"白鱼属",,,4
"山茱萸[山茱萸科山茱萸属植物]",,,5
"木瓜─冥楂",,,5
"柿蒂",,,7
"柿树科",,,7
"木瓜─贴梗海棠",,,4
"栀子[茜草科植物]",,,1
"楮实子",,,7
"水红花子[植物]",,,11
"蓼属",,,11
"荭草",,,11
"沙棘[胡颓子科沙棘属植物]",,,3
"橡胶树",,,0
"水晶花烛",,,2
"花烛属",,,2
"醋栗[醋栗科植物山麻子的果实]",,,17
"灯笼果",,,17
gooseberry,,,17
"网球花",,,2
"桑[荨麻目桑科植物]",,,17
"桑树",,,17
"桑亚科",,,17
"桑族",,,17
"石榴皮",,,4
"石榴科",,,4
"竹叶椒",,,9
"红豆蔻",,,2
"大高良姜",,,2
"益智[姜科植物]",,,2
"良姜亚属",,,2
"海桐",,,0
"苍耳子",,,1
"苍耳属",,,1
"蔓荆子[中药]",,,7
"蛇床子[伞形科植物]",,,16
"蛇床属",,,16
"补骨脂",,,5
"诃子[使君子科、诃子属乔木]",,,4
"云南",,,4
"陈皮",,,9
"橘皮",,,9
"橘",,,9
"预知子",,,7
"木通科",,,7
"木通属",,,7
"菇娘",,,1
"毛酸浆",,,1
"酸浆属",,,1
"菇凉",,,1
"青果[植物物种]",,,7
"橄榄",,,7
"木犀榄属",,,7
"板蓝根[中药]",,,6
"菘蓝属",,,6
"菘蓝",,,6
"全国各地",,,6
"油菜[芸薹属植物]",,,6
"黄荆子[植物]",,,7
"鸦胆子[苦木科植物]",,,9
"鸦胆子属",,,9
"甘蔗[禾本科甘蔗属植物]",,,2
"烟草[植物]",,,1
"烟叶",,,1
"夜香树族",,,1
"烟草属",,,1
"美丽石莲花",,,17
"墨西哥",,,17
"藏红花[番红花俗称]",,,2
"番红花属",,,2
"人心果",,,3
"山榄科",,,3
"铁线子属",,,3
"山竹子[多种植物的别称]",,,14
"香茶菜",,,7
"翻白草",,,5
"黄栋头",,,9
"神秘果",,,4
"野蔷薇[植物]",,,5
"仙人果",,,0
"丹参—甘西鼠尾",,,7
"紫丹参",,,7
"根",,,7
"桂皮[植物]",,,12
"丹参[中药]",,,7
"鼠尾草属",,,7
"酸枣[鼠李科枣属植物]",,,14
"乌饭树[植物]",,,15
"梧桐[锦葵目梧桐科植物]",,,5
"梧桐属",,,5
"播娘蒿",,,6
"大蒜芥族",,,6
"腐婢",,,7
"豆腐柴属",,,7
"豆腐柴",,,7
"拐枣",,,14
"鼠李族",,,14
"枳椇属",,,14
"俅江枳椇",,,14
"乌药",,,12
"山胡椒属",,,12
"胡孙眼",,,4
"微生物",,,4
"菥蓂[植物]",,,6
"铜钱树",,,14
"马甲子属",,,14
"稗[禾本科、稗属草本植物]",,,2
"独行菜",,,6
"台湾莴苣",,,1
"翅果菊属",,,1
"台湾翅果菊",,,1
"菊花脑[植物]",,,1
"菊属",,,1
"党参[桔梗科党参属植物]",,,1
"党参亚属",,,1
"野白菜",,,15
"七星莲",,,15
"蔓茎堇菜组",,,15
"堇菜亚属",,,15
"水苦荬",,,7
"婆婆纳属",,,7
"竹子花",,,2
"牯岭勾儿茶",,,3
"狼把草",,,1
"一年",,,1
"草本",,,1
"番杏[植物]",,,11
"番杏属",,,11
"枫荷梨",,,16
"树参属",,,16
"蜜花豆",,,5
"豆类",,,5
"盐云参",,,0
"补血草属",,,0
"溪黄草[香茶菜属·溪黄草]",,,5
"香茶菜族",,,5
"蒟酱",,,4
"胡椒属",,,4
"茶菊花",,,1
"菊亚族",,,1
"菊组",,,1
"野菊系",,,1
"罗布麻[草药]",,,13
"夹竹桃亚科",,,13
"夹竹桃族",,,13
"罗布麻属",,,13
"南蛇藤[植物]",,,9
"卫矛亚目",,,9
"卫矛科",,,9
"卫矛亚科",,,9
"南蛇藤族",,,9
"南蛇藤属",,,9
"咖啡树",,,3
"咖啡族",,,1
"咖啡属",,,3
"前胡[伞形科前胡属植物]",,,16
"南沙参[草药]",,,1
"泡参",,,1
"泡沙参",,,1
"沙参属",,,1
"党参属",,,1
"商陆[商陆科商陆属植物]",,,1
"白杜",,,9
"卫矛族",,,9
"枳椇子",,,14
"卫矛[植物]",,,9
"车前",,,1
"水烛",,,2
"香蒲科",,,2
"香蒲属",,,2
"土人参[土人参属植物]",,,5
"马齿苋科",,,5
"越桔[杜鹃花科植物]",,,15
"越桔属",,,15
"莳萝",,,16
"地榆[蔷薇科地榆属植物]",,,5
"忍冬[忍冬科忍冬属植物]",,,16
"金银花",,,16
"忍冬亚属",,,16
"日本珊瑚树",,,16
"荚迷属",,,16
"地黄[玄参科地黄属植物]",,,1
"天葵子",,,12
"紫背天葵",,,12
"天葵草",,,12
"毛莨科",,,12
"天葵属",,,12
"夏初",,,12
"威灵仙[毛茛科植物]",,,12
"银莲花族",,,12
"铁线莲属",,,12
"蓟[菊科蓟属的植物]",,,1
"野菊[菊科植物]",,,1
"菊花",,,1
"野菊花",,,1
"苍耳[菊科苍耳属植物]",,,1
"豚草",,,1
"燕麦",,,2
"酸性土壤",,,2
"饲料",,,2
"大米草",,,2
"食人草",,,2
"米草属",,,2
"当归[植物]",,,16
"多年生",,,3
"全球",,,3
"紫茎泽兰",,,1
"泽兰族",,,1
"泽兰属",,,1
"琼花",,,1
"五福花科",,,1
"荚蒾族",,,1
"荚蒾属",,,1
"绣球荚蒾",,,1
"大方",,,1
"裸芽组",,,1
"徐长卿[药用植物]",,,13
"鹅绒藤属",,,13
"薇甘菊",,,1
"假泽兰属",,,1
"飞机草[植物]",,,1
"垂柳[杨柳科柳属落叶乔木]",,,3
"莱阳梨",,,3
"茌梨",,,3
"川木香",,,1
"四川",,,1
"川乌[植物]",,,12
"乌头属",,,12
"鲁冰花[草本植物]",,,5
"羽扇豆",,,5
"羽扇豆属",,,5
"广豆根",,,4
"山豆根",,,4
"越南槐",,,4
"巴戟天[茜草科巴戟天属植物]",,,1
"俏兜兰",,,2
"卡特兰[兰科植物]",,,2
"卡特兰属",,,2
"四季",,,2
"杜仲[植物滋补药材]",,,3
"杜仲目",,,3
"杜仲科",,,3
"杜仲属",,,3
"汉中防己",,,7
"异叶马兜铃",,,7
"牛膝",,,11
"海仙花[忍冬科锦带花属植物]",,,16
"锦带花族",,,16
"蝟实",,,16
"猬实",,,16
"北极花族",,,16
"天目琼花",,,1
"白头翁—兴安白头翁",,,7
"银叶菊",,,1
Dusty Miller,,,1
"美兰菊",,,4
"龙脑香",,,15
"蓍草[菊科植物]",,,3
"蓍属",,,3
"凌霄[紫葳科凌霄属植物]",,,7
"灌木",,,7
"太平花",,,17
"山梅花属",,,17
"榆叶梅",,,5
"桃属",,,5
"扁桃亚属",,,5
"檀香树",,,3
"檀香科",,,3
"檀香属",,,3
"白芍[毛茛科白芍属植物]",,,12
"青羊参",,,12
"白蔹[葡萄科植物]",,,3
"蛇葡萄属",,,3
"悬铃木[植物]",,,17
"山龙眼目",,,17
"悬铃木科",,,17
"悬铃木属",,,17
"文冠果[植物]",,,9
"车桑子亚科",,,9
"文冠果属",,,9
"肉桂[植物]",,,12
"皂荚[豆科植物]",,,5
"云实族",,,5
"美登木",,,5
"香荚兰",,,2
"羽衣甘蓝",,,6
"巨龙竹",,,2
"牡竹属",,,2
"百部—直立百部",,,7
"射干[植物]",,,2
"射干属",,,2
"糯竹",,,2
"梨竹族",,,2
"空竹属",,,2
"火焰树",,,4
"硬骨凌霄族",,,4
"文心兰",,,2
"柚木",,,7
"紫荆[豆目豆科紫荆属植物]",,,5
"紫荆族",,,5
"百部—蔓生百部",,,7
"依兰香",,,12
"依兰属",,,12
"天人菊[菊科植物]",,,1
"堆心菊族",,,1
"天人菊属",,,1
"团花树",,,1
"黄梁木",,,1
"团花属",,,1
"轻木",,,14
"金盏菊[植物名称]",,,1
"紫菀",,,1
"曼陀罗花",,,1
"时钟花",,,0
"墨兰[一种植物]",,,2
"羊蹄[酸模属植物]",,,11
"酸模亚科",,,11
"酸模族",,,11
"巴天酸亚属",,,11
"紫草[紫草科紫草属植物]",,,7
"紫草亚科",,,7
"紫草族",,,7
"苎麻根[荨麻科植物苎麻的根]",,,4
"粉防己[防己科千金藤属植物]",,,5
"普陀鹅耳枥",,,3
"榛族",,,3
"鹅耳枥属",,,3
"红枣",,,14
jujube,,,14
"粉团[荚蒾属植物]",,,1
"网站",,,1
"卡多利亚[诗]",,,3
"南美",,,3
"鸢尾[一种植物]",,,2
"鸡冠状附属物亚属",,,2
"荜澄茄",,,12
"木姜子属",,,12
"山鸡椒",,,12
"野菊花[菊科草本植物]",,,17
"春黄菊属",,,17
"金琥",,,11
"仙人柱亚科",,,11
"点纹十二卷",,,2
"阿福花科",,,2
"十二卷属",,,2
"南非",,,2
"七叶一枝花[植物]",,,2
"蚤休",,,2
"重楼族",,,2
"南重楼组",,,2
"苦槠",,,3
"锥属",,,3
"蜜瓜[水果]",,,15
"甜瓜",,,15
"台湾百合[单子叶植物纲百合科植物]",,,2
"亚洲百合",,,2
"湖北百合",,,2
"葡萄风信子",,,2
"黄瓜[黄瓜]",,,1
"黄瓜属",,,1
"刺桐",,,5
"甜槠",,,3
"龙船花[植物]",,,1
"茜草亚科",,,1
"龙船花属",,,1
"紫茉莉[紫茉莉科宿根植物]",,,5
"紫茉莉属",,,5
"米老鼠树花",,,0
"桂叶黄梅",,,0
"金莲木科",,,0
"金莲木属",,,0
"光叶子花",,,11
"紫茉莉科",,,11
"叶子花属",,,11
"扶桑[木槿属植物]",,,0
"小说",,,0
"韭莲",,,2
"葱莲属",,,2
"南天竹[植物]",,,12
"南天竹属",,,12
"日本小檗",,,12
"小檗属",,,12
"否",,,12
"总状花序",,,0
raceme,,,0
"穗状花序",,,0
"首乌",,,11
"爪黄飞电[曹操爱驹]",,,0
"《三国演义》第二十回",,,0
"绝影",,,0
"坐骑",,,0
"伞房花序",,,2
"攀枝花苏铁",,,0
"远志[草本植物]",,,5
"远志目",,,5
"霸王鞭[大戟科大戟属植物]",,,0
"大戟亚属",,,0
"一品红[大戟属植物]",,,0
"一品红亚属",,,0
"火炬树",,,9
"盐肤木属",,,9
"盐肤木[植物]",,,9
"果梅",,,5
"杏梅",,,5
"落花生[豆科植物]",,,5
"扦插[术语]",,,15
"豆瓣绿属",,,15
"插条",,,15
"张克庆",,,17
72,,,17
"中国旅游出版社",,,17
"精装",,,17
"出版物",,,17
"当门子",,,7
"红大",,,15
"芋头[一种食用植物]",,,2
"泽泻目",,,2
"芋属",,,2
"野漆树",,,9
"漆属",,,9
"水苋菜[植物]",,,4
"光紫黄芩",,,7
"顶序黄芩组",,,7
"宽叶黄芩亚组",,,7
"韩信草系",,,7
"黄山鼠尾草",,,7
"鼠尾草族",,,7
"柚[芸香科柑橘属植物]",,,9
"木奶果",,,0
"叶下珠亚科",,,0
"叶下珠族",,,0
"长圆叶水苏",,,7
"澳洲坚果",,,17
"山龙眼科",,,17
"酸角[植物]",,,5
"地瓜[豆科豆薯属、草藤本植物]",,,5
"小野芝麻",,,1
"假野芝麻",,,1
"早熟禾",,,2
"黑麦草",,,2
"宝盖草",,,7
"野芝麻属",,,7
"密花胡颓子",,,4
"羊奶果",,,4
"常绿组",,,4
"野牛草",,,4
"无忧花",,,5
"甘豆族",,,4
"娑罗树",,,15
"龙脑香科",,,15
"娑罗双属",,,15
"地涌金莲[芭蕉科植物]",,,2
"地涌金莲属",,,2
"白桂木",,,3
"波罗蜜属",,,3
"箬竹",,,2
"北美箭竹超族",,,2
"花叶垂榕",,,2
"垂枝榕",,,2
"寒梅[“岁寒三友”之一]",,,5
"温州蜜桔",,,9
"青花椒",,,9
"崖椒亚属",,,9
"斜叶榕",,,3
"木瓜榕",,,3
"南亚热带",,,3
"腰果",,,9
"象鼻棕",,,3
"酒椰",,,3
"鳞果亚科",,,3
"省藤族",,,3
"酒椰属",,,3
"董棕",,,3
"鱼尾葵属",,,3
"侧柏",,,2
"松杉纲",,,2
"松柏目",,,2
"柏科",,,2
"贝叶棕",,,3
"糖棕",,,3
"板根",,,3
"野豇豆",,,5
"豇豆属",,,5
"紫穗槐",,,5
"接骨消",,,7
"山黄枝",,,3
"生菜[植物]",,,1
"枚肉草",,,4
"黄花稔属",,,4
"豌豆[植物]",,,5
"檀木",,,3
"热带地区",,,3
"云实[中草药]",,,5
"云实属",,,5
"猫毛草",,,2
"臭草属",,,2
"臭草",,,2
"刺槐[豆科刺槐属乔木]",,,17
"高原之舟",,,4
"牦牛",,,4
"山合欢",,,3
"广布野豌豆",,,5
"细叶野豌豆组",,,5
"野扁豆",,,5
"黄檀",,,5
"野大豆[植物]",,,5
"大豆属",,,5
"虾脊兰",,,2
"白及",,,2
"藤长苗",,,1
"飞蛾藤",,,1
"国家一级保护植物",,,4
"千岛玉叶",,,15
1982年,,,15
"白蝴蝶",,,2
"合果芋",,,2
"丁茄",,,7
"酸浆[茄科植物]",,,1
"日本榧树",,,3
"博落回",,,6
"婴粟亚科",,,6
"蜡梅[蜡梅科蜡梅属植物]",,,12
"延胡索[罂粟科紫堇属植物]",,,6
"荷包牡丹亚科",,,6
"刻叶紫堇",,,6
"紫堇族",,,6
"紫堇属",,,6
"紫堇[植物]",,,6
"宝洪茶",,,15
"十里香茶",,,15
"石笕茶",,,15
"诸暨市",,,15
"舜皇云尖",,,15
"阳羡雪芽茶",,,15
"崖花海桐",,,5
"海桐花科",,,5
"海桐花属",,,5
"风兰[兰科风兰属植物]",,,2
"浮萍[水生植物]",,,2
"浮萍科",,,2
"浮萍属",,,2
"千金藤",,,12
"五山盖米茶",,,15
"玉蝴蝶[紫葳科植物玉蝴蝶种子]",,,7
"木蝴蝶",,,7
"音乐",,,7
"防风[草药]",,,16
"防风属",,,16
"四大名花",,,2
"金花猕猴桃",,,15
"中华猕猴桃",,,15
"曼佗罗",,,15
"茶花",,,15
"满山红[杜鹃花科植物]",,,15
"全缘叶冬青",,,0
"金平氏冬青",,,0
"爬树龙",,,3
"崖爬藤属",,,3
"桃花茶",,,5
"洋枯梗",,,2
"醉蝶花",,,2
"白花菜属",,,2
"红花酢浆草[植物]",,,4
"酢浆草属",,,4
"金龟树",,,0
"牛蹄豆",,,0
"贝母",,,2
"异型组",,,2
"莸",,,7
"火焰木",,,4
"火焰树属",,,4
"榅桲",,,5
"马蹄金[旋花科马蹄金属植物]",,,7
"旋花族",,,7
"华西淫羊藿",,,12
"红花籽油",,,10
"红花油",,,10
"华榛",,,3
"榛属",,,3
"大豆油",,,3
"黄花菜[植物]",,,2
"菜豆树[植物]",,,4
"菜豆树属",,,4
"泽泻科",,,2
"毛叶榄",,,9
"矮沙冬青",,,5
"沙冬青属",,,5
"矮牡丹",,,12
"条鳅鱼类",,,4
"山海螺",,,1
"羊乳",,,1
"大头陈",,,7
"毛麝香属",,,7
"球花毛麝香",,,7
"韩信草[植物名称]",,,7
"缅茄树",,,4
"云实科",,,4
"缅茄属",,,4
"苦荬菜[植物]",,,1
"苦荬菜属",,,1
"莓叶委陵菜",,,5
"晒干",,,5
"菊三七",,,1
"菊叶三七",,,1
"萱草根",,,2
"萝芙木[夹竹桃科萝芙木属植物]",,,1
"郁金",,,2
"姜黄属",,,2
"鹿角菜",,,7
"银柴胡[石竹科繁缕属植物]",,,11
"繁缕族",,,11
"飞龙掌血[植物]",,,9
"飞龙掌血亚科",,,9
"飞龙掌血属",,,9
"拟南芥",,,6
"鼠耳芥",,,6
"南芥族",,,6
